batch_id,elapsed_minutes,parameter,predicted,actual,lower_limit,upper_limit,predicted_alert,actual_alert,outcome,ground_truth_scenario,ground_truth_severity
PAR-026,262,flow_rate,49.002999999999986,49.2,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,263,flow_rate,49.08600000000001,49.6,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,264,flow_rate,48.92200000000002,48.8,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,265,flow_rate,48.89800000000001,49.0,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,266,flow_rate,48.763999999999996,49.0,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,267,flow_rate,48.710999999999984,50.2,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,268,flow_rate,48.524000000000015,49.8,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,269,flow_rate,48.44300000000001,50.1,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,270,flow_rate,48.59800000000001,49.6,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,271,flow_rate,48.73400000000003,48.9,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,272,flow_rate,48.78999999999999,49.2,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,273,flow_rate,48.716,48.9,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,274,flow_rate,48.614,49.7,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,275,flow_rate,48.56700000000001,49.5,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,276,flow_rate,48.681000000000004,49.8,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,277,flow_rate,48.80400000000002,49.2,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,278,flow_rate,48.82,48.6,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,279,flow_rate,48.78200000000001,48.0,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,280,flow_rate,48.585,48.0,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,281,flow_rate,48.587000000000025,48.1,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,282,flow_rate,48.58300000000003,48.1,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,283,flow_rate,48.652,48.1,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,284,flow_rate,48.534,47.4,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,285,flow_rate,48.76800000000002,46.9,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,286,flow_rate,48.65000000000002,47.6,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,287,flow_rate,48.85800000000001,48.2,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,288,flow_rate,48.78000000000001,48.5,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,289,flow_rate,48.70000000000002,48.6,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,290,flow_rate,48.65000000000002,48.4,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,291,flow_rate,48.582000000000036,49.2,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,292,flow_rate,48.58700000000001,49.9,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,293,flow_rate,48.69000000000002,50.0,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,294,flow_rate,48.580999999999996,50.4,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,295,flow_rate,48.62500000000003,50.1,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,296,flow_rate,48.64400000000003,50.3,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,297,flow_rate,48.77200000000003,49.8,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,298,flow_rate,48.79200000000004,49.7,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,299,flow_rate,48.65800000000003,50.1,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,300,flow_rate,48.62300000000002,49.6,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,301,flow_rate,48.67500000000001,50.0,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,302,flow_rate,48.64700000000002,49.2,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,303,flow_rate,48.60800000000001,49.0,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,304,flow_rate,48.452999999999996,48.8,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,305,flow_rate,48.246,48.7,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,306,flow_rate,48.30000000000001,49.9,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,307,flow_rate,48.25800000000001,49.8,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,308,flow_rate,48.21500000000002,49.2,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,309,flow_rate,47.02800000000001,49.6,45.0,52.0,Normal,Normal,Correct quiet,None,Normal
PAR-026,310,flow_rate,44.88500000000002,49.7,45.0,52.0,Warning,Normal,False alarm,None,Normal
PAR-026,311,flow_rate,45.62200000000001,48.7,45.0,52.0,Warning,Normal,False alarm,None,Normal
PAR-026,312,flow_rate,45.94900000000001,48.7,45.0,52.0,Warning,Normal,False alarm,None,Normal
PAR-026,313,flow_rate,45.78500000000002,48.6,45.0,52.0,Warning,Normal,False alarm,None,Normal
PAR-031,150,temperature,63.812000000000005,63.1,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,151,temperature,63.783,62.8,63.0,67.0,Normal,Critical,Missed,None,Normal
PAR-031,152,temperature,63.888000000000005,63.3,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,153,temperature,63.76399999999998,63.2,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,154,temperature,63.79499999999999,63.2,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,155,temperature,63.734999999999985,63.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,156,temperature,63.76599999999999,63.5,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,157,temperature,63.82000000000001,63.8,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,158,temperature,63.71300000000002,63.5,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,159,temperature,63.787000000000006,63.2,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,160,temperature,63.791000000000004,63.4,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,161,temperature,63.70799999999999,63.1,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,162,temperature,63.66399999999999,63.2,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,163,temperature,63.65599999999998,63.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,164,temperature,63.66599999999996,64.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,165,temperature,63.71499999999994,63.8,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,166,temperature,63.60899999999998,63.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,167,temperature,63.70199999999997,64.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,168,temperature,63.702999999999975,64.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,169,temperature,63.66899999999996,64.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,170,temperature,63.711999999999996,64.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,171,temperature,63.95,64.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,172,temperature,64.01899999999998,64.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,173,temperature,64.01199999999996,63.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,174,temperature,64.01899999999996,64.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,175,temperature,64.07999999999998,63.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,176,temperature,64.09099999999998,64.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,177,temperature,63.965,63.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,178,temperature,63.98899999999999,63.5,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,179,temperature,63.96999999999999,63.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,180,temperature,63.93399999999999,63.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,181,temperature,63.865,63.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,182,temperature,63.876,64.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,183,temperature,63.77700000000001,64.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,184,temperature,63.78800000000002,64.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,185,temperature,63.813,64.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,186,temperature,63.68,64.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,187,temperature,63.743,64.8,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,188,temperature,63.713999999999984,64.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,189,temperature,63.83899999999998,64.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,190,temperature,63.929,65.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,191,temperature,63.899999999999984,65.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,192,temperature,64.02,64.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,193,temperature,64.07900000000001,64.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,194,temperature,64.06200000000001,64.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,195,temperature,63.99100000000001,63.8,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,196,temperature,64.02299999999998,64.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,197,temperature,64.09400000000001,64.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,198,temperature,64.07500000000003,64.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,199,temperature,64.09900000000002,63.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,200,temperature,64.19500000000002,63.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,201,temperature,64.18000000000002,64.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,202,temperature,64.212,64.8,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,203,temperature,64.258,64.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,204,temperature,64.35399999999998,64.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,205,temperature,64.448,64.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,206,temperature,64.542,64.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,207,temperature,64.557,65.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,208,temperature,64.59100000000004,65.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,209,temperature,64.54100000000003,65.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,210,temperature,64.51600000000002,64.8,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,211,temperature,64.53800000000001,65.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,212,temperature,64.65599999999998,65.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,213,temperature,64.71599999999997,65.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,214,temperature,64.71799999999999,65.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,215,temperature,64.68899999999995,65.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,216,temperature,64.71599999999998,65.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,217,temperature,64.725,65.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,218,temperature,64.68699999999998,64.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,219,temperature,64.74599999999998,64.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,220,temperature,64.80499999999995,64.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,221,temperature,64.86599999999997,64.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,222,temperature,64.998,65.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,223,temperature,65.16100000000002,65.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,224,temperature,65.19999999999999,65.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,225,temperature,65.22799999999998,65.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,226,temperature,65.25799999999998,65.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,227,temperature,65.27599999999997,65.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,228,temperature,65.32099999999998,65.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,229,temperature,65.28199999999998,65.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,230,temperature,65.272,65.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,231,temperature,65.266,65.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,232,temperature,65.27499999999998,65.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,233,temperature,65.31200000000001,66.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,234,temperature,65.26300000000003,65.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,235,temperature,65.37700000000002,65.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,236,temperature,65.43700000000001,66.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,237,temperature,65.48100000000001,66.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,238,temperature,65.47600000000003,66.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,239,temperature,65.596,66.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,240,temperature,65.51900000000002,66.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,241,temperature,65.58,66.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,242,temperature,65.596,66.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,243,temperature,65.593,65.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,244,temperature,65.626,65.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,245,temperature,65.63800000000002,65.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,246,temperature,65.59200000000001,64.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,247,temperature,65.565,64.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,248,temperature,65.53000000000002,65.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,249,temperature,65.46600000000002,65.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,250,temperature,65.52999999999999,64.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,251,temperature,65.47400000000002,65.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,252,temperature,65.587,65.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,253,temperature,65.60800000000005,65.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,254,temperature,65.55600000000003,65.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,255,temperature,65.59600000000002,65.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,256,temperature,65.55300000000001,65.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,257,temperature,65.60400000000003,66.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,258,temperature,65.59600000000002,66.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,259,temperature,65.55600000000001,66.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,260,temperature,65.50600000000001,66.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,261,temperature,65.63900000000001,66.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,262,temperature,65.78399999999999,66.5,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,263,temperature,65.693,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,264,temperature,65.61300000000001,65.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,265,temperature,65.648,65.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,266,temperature,65.71799999999999,65.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,267,temperature,65.79299999999999,65.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,268,temperature,65.82200000000002,65.8,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,269,temperature,65.861,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,270,temperature,65.96899999999998,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,271,temperature,65.97099999999998,65.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,272,temperature,65.96599999999995,65.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,273,temperature,65.86999999999998,65.8,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,274,temperature,65.94599999999998,66.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,275,temperature,65.89399999999996,65.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,276,temperature,65.89899999999999,66.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,277,temperature,65.80799999999999,66.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,278,temperature,65.80799999999998,66.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,279,temperature,65.83299999999997,66.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,280,temperature,65.87299999999999,66.6,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,281,temperature,65.94599999999998,66.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,282,temperature,65.92299999999999,66.6,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,283,temperature,66.02,66.9,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,284,temperature,66.04599999999998,67.1,63.0,67.0,Normal,Critical,Missed,None,Normal
PAR-031,285,temperature,66.17099999999999,66.9,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,286,temperature,66.169,66.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,287,temperature,66.08800000000001,65.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,288,temperature,66.014,65.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,289,temperature,66.056,65.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,290,temperature,65.981,65.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,291,temperature,65.935,65.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,292,temperature,65.975,65.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,293,temperature,66.05900000000003,65.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,294,temperature,66.043,65.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,295,temperature,65.967,65.7,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,296,temperature,65.94999999999999,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,297,temperature,65.93,65.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,298,temperature,65.982,65.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,299,temperature,65.99700000000001,65.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,300,temperature,66.24400000000001,65.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,301,temperature,66.25300000000001,65.5,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,302,temperature,66.334,65.6,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,303,temperature,66.31600000000002,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,304,temperature,66.177,66.5,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,305,temperature,66.117,66.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,306,temperature,66.08399999999997,66.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,307,temperature,66.19899999999998,66.1,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,308,temperature,66.30799999999999,65.9,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,309,temperature,66.33799999999995,66.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,310,temperature,66.30399999999997,66.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,311,temperature,66.12799999999997,66.0,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,312,temperature,66.11499999999995,66.4,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,313,temperature,66.12499999999999,66.5,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,314,temperature,65.83899999999996,66.6,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,315,temperature,65.41199999999998,67.2,63.0,67.0,Normal,Critical,Missed,None,Normal
PAR-031,316,temperature,65.51199999999996,67.0,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,317,temperature,65.64699999999998,66.6,63.0,67.0,Normal,Warning,Missed,None,Normal
PAR-031,318,temperature,65.58299999999996,66.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,319,temperature,65.52199999999996,66.3,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,320,temperature,66.04999999999997,66.2,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,321,temperature,65.55199999999996,65.8,63.0,67.0,Normal,Normal,Correct quiet,None,Normal
PAR-031,322,temperature,60.83300000000003,66.2,63.0,67.0,Warning,Normal,False alarm,None,Normal
PAR-031,323,temperature,63.30399999999999,66.1,63.0,67.0,Warning,Normal,False alarm,None,Normal
PAR-031,150,process_pressure,1.1976999999999998,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,151,process_pressure,1.1946000000000003,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,152,process_pressure,1.1966999999999997,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,153,process_pressure,1.1951000000000003,1.24,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,154,process_pressure,1.1987999999999994,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,155,process_pressure,1.2003999999999995,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,156,process_pressure,1.1999999999999995,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,157,process_pressure,1.2012999999999996,1.23,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,158,process_pressure,1.2059999999999993,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,159,process_pressure,1.2038999999999997,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,160,process_pressure,1.2025999999999997,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,161,process_pressure,1.1998999999999995,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,162,process_pressure,1.1996999999999998,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,163,process_pressure,1.2002,1.18,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,164,process_pressure,1.2,1.17,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,165,process_pressure,1.2008999999999996,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,166,process_pressure,1.1973999999999996,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,167,process_pressure,1.2000999999999995,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,168,process_pressure,1.1954999999999998,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,169,process_pressure,1.1971000000000003,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,170,process_pressure,1.1977999999999998,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,171,process_pressure,1.196,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,172,process_pressure,1.1948999999999996,1.19,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,173,process_pressure,1.1962999999999995,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,174,process_pressure,1.1955000000000002,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,175,process_pressure,1.1974,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,176,process_pressure,1.1992999999999998,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,177,process_pressure,1.1990999999999996,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,178,process_pressure,1.1983999999999997,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,179,process_pressure,1.1988999999999992,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,180,process_pressure,1.2021999999999997,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,181,process_pressure,1.2019999999999997,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,182,process_pressure,1.2017000000000002,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,183,process_pressure,1.2053,1.21,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,184,process_pressure,1.2078000000000002,1.2,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,185,process_pressure,1.2066999999999999,1.22,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,186,process_pressure,1.2078000000000004,1.24,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
PAR-031,187,process_pressure,1.2148000000000003,1.25,1.1,1.3,Normal,Normal,Correct quiet,None,Normal
