batch_id,deviation_scenario,deviation_severity,split,elapsed_minutes,temperature_current,temperature_mean_30,temperature_std_30,temperature_min_30,temperature_max_30,temperature_slope_30,process_pressure_current,process_pressure_mean_30,process_pressure_std_30,process_pressure_min_30,process_pressure_max_30,process_pressure_slope_30,flow_rate_current,flow_rate_mean_30,flow_rate_std_30,flow_rate_min_30,flow_rate_max_30,flow_rate_slope_30,agitator_rpm_current,agitator_rpm_mean_30,agitator_rpm_std_30,agitator_rpm_min_30,agitator_rpm_max_30,agitator_rpm_slope_30,temperature_target_30min,process_pressure_target_30min,flow_rate_target_30min,agitator_rpm_target_30min
PAR-008,None,None,test,339,66.4,66.029,0.3372,65.4,66.7,0.0148,1.21,1.2087,0.0168,1.17,1.24,-0.0008,47.6,48.5355,0.6019,47.1,49.5,-0.0046,0,0,0,0,0,0,59.5,1.06,5,0
PAR-008,None,None,test,340,66.1,66.0484,0.3232,65.4,66.7,0.0119,1.21,1.2077,0.0158,1.17,1.24,-0.0006,48.1,48.5,0.5941,47.1,49.5,-0.0029,0,0,0,0,0,0,58.5,1.07,4.4,0
PAR-008,None,None,test,341,66.4,66.0742,0.3182,65.4,66.7,0.0111,1.23,1.2081,0.0161,1.17,1.24,-0.0003,48.8,48.4935,0.5897,47.1,49.5,0.0021,0,0,0,0,0,0,57.3,1.08,4.1,0
PAR-008,None,None,test,342,66.1,66.0968,0.2935,65.4,66.7,0.0069,1.21,1.2081,0.0161,1.17,1.24,-0.0003,48.9,48.4935,0.5897,47.1,49.5,0.0072,0,0,0,0,0,0,56.1,1.08,3.1,0
PAR-008,None,None,test,343,66.2,66.1065,0.2918,65.4,66.7,0.0063,1.2,1.2077,0.0162,1.17,1.24,-0.0004,48.1,48.471,0.5909,47.1,49.5,0.0068,0,0,0,0,0,0,55.5,1.08,2.9,0
PAR-008,None,None,test,344,66.3,66.1194,0.2912,65.4,66.7,0.0061,1.21,1.2081,0.0161,1.17,1.24,-0.0004,47.2,48.4419,0.6293,47.1,49.5,-0.0033,0,0,0,0,0,0,54.9,1.07,2.8,0
PAR-008,None,None,test,345,66.9,66.1452,0.3221,65.4,66.9,0.0107,1.21,1.2087,0.0158,1.17,1.24,-0.0005,47.8,48.4387,0.6323,47.1,49.5,-0.0106,0,0,0,0,0,0,54.2,1.07,2.4,0
PAR-008,None,None,test,346,66.9,66.1742,0.3473,65.4,66.9,0.0143,1.2,1.2087,0.0158,1.17,1.24,-0.0006,48.3,48.4419,0.6313,47.1,49.5,-0.013,0,0,0,0,0,0,53.5,1.06,1.9,0
PAR-008,None,None,test,347,66.8,66.1968,0.3641,65.4,66.9,0.0176,1.21,1.2087,0.0158,1.17,1.24,-0.0006,48.9,48.4516,0.636,47.1,49.5,-0.0092,0,0,0,0,0,0,52.6,1.05,2.2,0
PAR-008,None,None,test,348,66.9,66.2226,0.3841,65.4,66.9,0.0213,1.21,1.2087,0.0158,1.17,1.24,-0.0006,48.5,48.4516,0.636,47.1,49.5,-0.0086,0,0,0,0,0,0,51.9,1.03,1.8,0
PAR-008,None,None,test,349,66.7,66.2419,0.3925,65.4,66.9,0.0233,1.2,1.2087,0.0158,1.17,1.24,-0.0007,48.2,48.4387,0.6369,47.1,49.5,-0.0092,0,0,0,0,0,0,51.3,1.03,1.5,0
PAR-008,None,None,test,350,66.5,66.2516,0.395,65.4,66.9,0.0246,1.2,1.2077,0.0154,1.17,1.24,-0.0006,48,48.4387,0.6369,47.1,49.5,-0.0147,0,0,0,0,0,0,50.2,1.01,1.1,0
PAR-008,None,None,test,351,66.3,66.2548,0.395,65.4,66.9,0.0246,1.18,1.2065,0.016,1.17,1.24,-0.0007,47.9,48.4645,0.5971,47.2,49.5,-0.0266,0,0,0,0,0,0,49.2,1.01,0.4,0
PAR-008,None,None,test,352,66.3,66.2645,0.3923,65.4,66.9,0.0232,1.19,1.2055,0.016,1.17,1.24,-0.0007,48.2,48.4806,0.5828,47.2,49.5,-0.0331,0,0,0,0,0,0,48.2,1,0,0
PAR-008,None,None,test,353,66.8,66.3,0.3894,65.4,66.9,0.0228,1.21,1.2048,0.0154,1.17,1.24,-0.0005,48.5,48.5,0.5731,47.2,49.5,-0.0367,0,0,0,0,0,0,47.3,1.02,0,0
PAR-008,None,None,test,354,66.8,66.3258,0.3951,65.4,66.9,0.0239,1.19,1.2039,0.0154,1.17,1.24,-0.0005,49.1,48.5097,0.5805,47.2,49.5,-0.0312,0,0,0,0,0,0,47,1.02,0,0
PAR-008,None,None,test,355,66.9,66.3484,0.4071,65.4,66.9,0.0266,1.17,1.2019,0.0157,1.17,1.24,-0.0005,47.8,48.471,0.5865,47.2,49.5,-0.0323,0,0,0,0,0,0,46,1.01,0,0
PAR-009,None,None,val,30,22.8,22.7613,0.4729,22,23.9,0.0176,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,13,1.3226,3.2862,0,13,0.2242,31.3,1.01,0,22
PAR-009,None,None,val,31,23.1,22.771,0.4767,22,23.9,0.0199,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,15,1.8065,4.0673,0,15,0.2984,31.9,1.01,0,22
PAR-009,None,None,val,32,23.2,22.7742,0.4792,22,23.9,0.0246,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,16,2.3226,4.7613,0,16,0.3726,32.1,1.01,0,22
PAR-009,None,None,val,33,22.8,22.7645,0.4756,22,23.9,0.0269,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,16,2.8387,5.3164,0,16,0.4403,32.3,1.01,0,22
PAR-009,None,None,val,34,23.6,22.7806,0.4948,22,23.9,0.0341,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,17,3.3871,5.8457,0,17,0.5077,32.9,1.01,0,22
PAR-009,None,None,val,35,23.8,22.8226,0.5235,22,23.9,0.0384,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,17,3.9355,6.2833,0,17,0.5681,33.2,1.01,0,22
PAR-009,None,None,val,36,24.1,22.8742,0.5662,22,24.1,0.0441,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,17,4.4839,6.6472,0,17,0.6218,33.2,1.01,0,22
PAR-009,None,None,val,37,24.3,22.9258,0.6185,22,24.3,0.0516,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,17,5.0323,6.949,0,17,0.6685,33.4,1.01,0,22
PAR-009,None,None,val,38,24.3,22.9806,0.6611,22,24.3,0.0578,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,18,5.6129,7.2498,0,18,0.7145,33.2,1.01,0,22
PAR-009,None,None,val,39,25.2,23.0548,0.7683,22,25.2,0.0707,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,18,6.1935,7.4937,0,18,0.7532,33.4,1.01,0,22
PAR-009,None,None,val,40,25.5,23.1581,0.8684,22,25.5,0.0806,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,18,6.7742,7.6862,0,18,0.7847,33.5,1.01,0,22
PAR-009,None,None,val,41,26.2,23.2871,1.0031,22,26.2,0.0928,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,18,7.3548,7.8311,0,18,0.8089,33.6,1.01,0,22
PAR-009,None,None,val,42,26.4,23.4226,1.1236,22,26.4,0.1046,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,18,7.9355,7.9309,0,18,0.8258,33.7,1.01,0,21
PAR-009,None,None,val,43,26.9,23.5581,1.2717,22,26.9,0.121,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,18,8.5161,7.9874,0,18,0.8355,33.8,1.01,0,19
PAR-009,None,None,val,44,27.4,23.7032,1.4347,22,27.4,0.14,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,18,9.0968,8.0014,0,18,0.8379,33.7,1.01,0,16
PAR-009,None,None,val,45,28.3,23.9032,1.6177,22,28.3,0.1575,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,18,9.6774,7.9733,0,18,0.8331,33.4,1.01,0,12
PAR-009,None,None,val,46,28.2,24.0968,1.7554,22,28.3,0.1725,1.01,1.01,0,1.01,1.01,0,0.1,0.0032,0.0177,0,0.1,0.0006,18,10.2581,7.9025,0,18,0.821,33.1,1.01,0,8
PAR-009,None,None,val,47,28.4,24.2968,1.8769,22,28.4,0.1862,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0006,18,10.8387,7.7879,0,18,0.8016,33,1.01,0,6
PAR-009,None,None,val,48,29,24.5129,2.0152,22,29,0.2018,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0005,19,11.4516,7.6573,0,19,0.781,33.3,1.01,0,4
PAR-009,None,None,val,49,29.2,24.7387,2.1322,22,29.2,0.2152,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0005,20,12.0968,7.5064,0,20,0.7589,33.7,1.01,0,3
PAR-009,None,None,val,50,29.3,24.9742,2.2181,22.6,29.3,0.2252,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0004,21,12.7742,7.3296,0,21,0.7347,34.2,1.01,0,2
PAR-009,None,None,val,51,29.8,25.2065,2.3314,22.8,29.8,0.239,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0004,21,13.4516,7.084,0,21,0.702,33.8,1.01,0,2
PAR-009,None,None,val,52,30.2,25.429,2.4644,22.8,30.2,0.2569,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0004,21,14.129,6.762,0,21,0.6609,33.5,1.01,0,1
PAR-009,None,None,val,53,30.3,25.6581,2.574,22.8,30.3,0.272,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0003,21,14.8065,6.3521,0,21,0.6113,33.6,1.01,0,1
PAR-009,None,None,val,54,30.6,25.9065,2.6658,22.8,30.6,0.2841,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0003,21,15.4839,5.8358,0,21,0.5532,33.9,1.01,0,1
PAR-009,None,None,val,55,30.5,26.1387,2.7412,22.8,30.6,0.2951,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0002,22,16.1935,5.2142,1,22,0.4927,34.2,0.99,0,0
PAR-009,None,None,val,56,31,26.3968,2.8093,22.8,31,0.3042,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0002,22,16.871,4.5134,3,22,0.4298,34.4,0.98,1.4,0
PAR-009,None,None,val,57,31,26.6323,2.8784,22.8,31,0.3147,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0002,22,17.4839,3.8258,5,22,0.3714,34.2,1,3.9,0
PAR-009,None,None,val,58,31.3,26.871,2.948,22.8,31.3,0.3253,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0001,22,18.0323,3.157,8,22,0.3181,34.2,1,6.7,0
PAR-009,None,None,val,59,31.7,27.1452,2.9888,22.8,31.7,0.3308,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0.0001,22,18.4839,2.6503,11,22,0.2774,34.4,1.02,10.8,0
PAR-009,None,None,val,60,31.3,27.4097,2.9819,22.8,31.7,0.3298,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0,22,18.8387,2.3431,13,22,0.2504,35,1.03,15.5,0
PAR-009,None,None,val,61,31.9,27.7032,2.9615,22.8,31.9,0.3273,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0,22,19.129,2.1514,15,22,0.2319,35.5,1.06,20.7,0
PAR-009,None,None,val,62,32.1,27.9935,2.9371,22.8,32.1,0.3242,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,0,22,19.3548,2.0721,16,22,0.2226,36.4,1.08,26,0
PAR-009,None,None,val,63,32.3,28.2871,2.8978,22.8,32.3,0.3193,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0001,22,19.5484,2.0294,16,22,0.2169,36.8,1.08,29.6,0
PAR-009,None,None,val,64,32.9,28.6129,2.8295,23.6,32.9,0.3118,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0001,22,19.7419,1.9669,17,22,0.2089,37.3,1.1,34.2,0
PAR-009,None,None,val,65,33.2,28.9226,2.789,23.8,33.2,0.3072,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0002,22,19.9032,1.9403,17,22,0.2048,38.1,1.11,36.7,0
PAR-009,None,None,val,66,33.2,29.2258,2.7259,24.1,33.2,0.3,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0002,22,20.0645,1.8997,17,22,0.1988,38.7,1.11,38.6,0
PAR-009,None,None,val,67,33.4,29.5258,2.6561,24.3,33.4,0.2922,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0002,22,20.2258,1.8441,17,22,0.1907,38.6,1.13,39.5,0
PAR-009,None,None,val,68,33.2,29.8129,2.5548,24.3,33.4,0.2807,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0003,22,20.3871,1.7721,18,22,0.1806,39.5,1.14,41.1,0
PAR-009,None,None,val,69,33.4,30.1065,2.4239,25.2,33.4,0.2668,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0003,22,20.5161,1.7389,18,22,0.175,40.6,1.17,42.6,0
PAR-009,None,None,val,70,33.5,30.3742,2.3235,25.5,33.5,0.2557,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0004,22,20.6452,1.6953,18,22,0.1677,41.4,1.18,44.3,0
PAR-009,None,None,val,71,33.6,30.6355,2.2135,26.2,33.6,0.2438,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0004,22,20.7742,1.6404,18,22,0.1589,41.9,1.17,45.5,0
PAR-009,None,None,val,72,33.7,30.8774,2.1236,26.4,33.7,0.2337,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0004,21,20.871,1.5604,18,22,0.1423,42.7,1.17,46.4,0
PAR-009,None,None,val,73,33.8,31.1161,2.0202,26.9,33.8,0.2225,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0005,19,20.9032,1.5103,18,22,0.1125,44,1.16,47.5,0
PAR-009,None,None,val,74,33.7,31.3355,1.9171,27.4,33.8,0.2109,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0005,16,20.8387,1.6675,16,22,0.0641,44.9,1.18,47.4,0
PAR-009,None,None,val,75,33.4,31.529,1.8099,28.2,33.8,0.198,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0006,12,20.6452,2.2368,12,22,-0.0077,45.8,1.19,47.2,0
PAR-009,None,None,val,76,33.1,31.6839,1.7306,28.2,33.8,0.1867,1.01,1.01,0,1.01,1.01,0,0,0.0032,0.0177,0,0.1,-0.0006,8,20.3226,3.1355,8,22,-0.1012,46.5,1.19,47.5,0
PAR-009,None,None,val,77,33,31.8387,1.6234,28.4,33.8,0.1721,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,6,19.9355,4.0156,6,22,-0.2028,47.1,1.19,47.4,0
PAR-009,None,None,val,78,33.3,31.9968,1.5158,29,33.8,0.1588,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,4,19.4839,4.8981,4,22,-0.3117,47.9,1.18,47.6,0
PAR-009,None,None,val,79,33.7,32.1484,1.4417,29.2,33.8,0.1498,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,3,18.9677,5.6994,3,22,-0.4145,48.6,1.18,48.7,0
PAR-009,None,None,val,80,34.2,32.3097,1.3813,29.3,34.2,0.1431,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,2,18.3871,6.4342,2,22,-0.5105,49.8,1.18,48.5,0
PAR-009,None,None,val,81,33.8,32.4548,1.2909,29.8,34.2,0.1327,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,2,17.7742,7.0331,2,22,-0.5927,50.2,1.19,48.6,0
PAR-009,None,None,val,82,33.5,32.5742,1.2083,30.2,34.2,0.1219,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,1,17.129,7.602,1,22,-0.6734,51.5,1.18,48.7,0
PAR-009,None,None,val,83,33.6,32.6839,1.1402,30.3,34.2,0.1128,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,1,16.4839,8.0797,1,22,-0.746,51.8,1.2,48.3,0
PAR-009,None,None,val,84,33.9,32.8,1.0728,30.5,34.2,0.1048,1.01,1.01,0,1.01,1.01,0,0,0,0,0,0,0,1,15.8387,8.4818,1,22,-0.8105,52.8,1.19,48.4,0
PAR-009,None,None,val,85,34.2,32.9161,1.022,30.5,34.2,0.0991,0.99,1.0094,0.0035,0.99,1.01,-0.0001,0,0,0,0,0,0,0,15.1613,8.8722,0,22,-0.873,53.9,1.18,49.2,0
PAR-009,None,None,val,86,34.4,33.0419,0.9547,31,34.4,0.0925,0.98,1.0084,0.0063,0.98,1.01,-0.0003,1.4,0.0452,0.2474,0,1.4,0.0085,0,14.4516,9.1716,0,22,-0.9206,54.7,1.18,48.8,0
PAR-009,None,None,val,87,34.2,33.1452,0.8998,31,34.4,0.0863,1,1.0081,0.0064,0.98,1.01,-0.0003,3.9,0.171,0.7243,0,3.9,0.0315,0,13.7419,9.4082,0,22,-0.9593,54.9,1.16,49.3,0
PAR-009,None,None,val,88,34.2,33.2484,0.8285,31.3,34.4,0.0788,1,1.0077,0.0066,0.98,1.01,-0.0004,6.7,0.3871,1.3609,0,6.7,0.0699,0,13.0323,9.5866,0,22,-0.9891,55.4,1.16,48.7,0
PAR-009,None,None,val,89,34.4,33.3484,0.7725,31.3,34.4,0.0732,1.02,1.0081,0.0069,0.98,1.02,-0.0003,10.8,0.7355,2.2855,0,10.8,0.1304,0,12.3226,9.7099,0,22,-1.0101,56.2,1.17,48.4,0
PAR-009,None,None,val,90,35,33.4548,0.7653,31.3,35,0.0726,1.03,1.0087,0.0079,0.98,1.03,-0.0001,15.5,1.2355,3.4624,0,15.5,0.2149,0,11.6129,9.7804,0,22,-1.0222,56.8,1.18,48.2,0
PAR-009,None,None,val,91,35.5,33.5903,0.7433,31.9,35.5,0.071,1.06,1.0103,0.012,0.98,1.06,0.0002,20.7,1.9032,4.8698,0,20.7,0.3247,0,10.9032,9.7991,0,22,-1.0254,57.5,1.19,48.6,0
PAR-009,None,None,val,92,36.4,33.7355,0.833,32.1,36.4,0.0771,1.08,1.0126,0.0172,0.98,1.08,0.0006,26,2.7419,6.4517,0,26,0.4581,0,10.1935,9.7664,0,22,-1.0198,58.3,1.19,48.6,0
PAR-009,None,None,val,93,36.8,33.8871,0.9421,32.3,36.8,0.0851,1.08,1.0148,0.0209,0.98,1.08,0.001,29.6,3.6968,7.9838,0,29.6,0.6029,0,9.4839,9.6816,0,22,-1.0052,59.4,1.2,48.5,0
PAR-009,None,None,val,94,37.3,34.0484,1.0752,32.9,37.3,0.0955,1.1,1.0177,0.0257,0.98,1.1,0.0015,34.2,4.8,9.5967,0,34.2,0.7635,0,8.7742,9.5435,0,22,-0.9819,60.1,1.19,48.5,0
PAR-009,None,None,val,95,38.1,34.2161,1.2708,33,38.1,0.1126,1.11,1.021,0.0304,0.98,1.11,0.002,36.7,5.9839,11.0805,0,36.7,0.9255,0,8.0645,9.3496,0,22,-0.9496,61,1.2,48.9,0
PAR-009,None,None,val,96,38.7,34.3935,1.4828,33,38.7,0.1332,1.11,1.0242,0.0342,0.98,1.11,0.0025,38.6,7.229,12.4253,0,38.6,1.0842,0,7.3548,9.0964,0,22,-0.9085,61.8,1.21,49.1,0
PAR-009,None,None,val,97,38.6,34.5677,1.6411,33,38.7,0.1509,1.13,1.0281,0.0388,0.98,1.13,0.003,39.5,8.5032,13.5895,0,39.5,1.2327,0,6.6452,8.7788,0,22,-0.8585,62.3,1.21,49.2,0
PAR-009,None,None,val,98,39.5,34.7645,1.8426,33,39.5,0.1732,1.14,1.0323,0.0434,0.98,1.14,0.0036,41.1,9.829,14.6581,0,41.1,1.375,0,5.9355,8.3895,0,22,-0.7996,62.7,1.23,49.3,0
PAR-009,None,None,val,99,40.6,35.0032,2.0875,33,40.6,0.1984,1.17,1.0374,0.0495,0.98,1.17,0.0043,42.6,11.2032,15.6364,0,42.6,1.5098,0,5.2258,7.9178,0,22,-0.7319,63.1,1.21,49.6,0
PAR-009,None,None,val,100,41.4,35.2613,2.3512,33,41.4,0.2268,1.18,1.0429,0.0553,0.98,1.18,0.0049,44.3,12.6323,16.5452,0,44.3,1.6377,0,4.5161,7.3479,0,22,-0.6552,63.5,1.22,50.3,0
PAR-009,None,None,val,101,41.9,35.5323,2.6031,33,41.9,0.2556,1.17,1.0481,0.0593,0.98,1.18,0.0055,45.5,14.1,17.3577,0,45.5,1.755,0,3.8065,6.6547,0,22,-0.5698,63.9,1.21,51.1,0
PAR-009,None,None,val,102,42.7,35.8258,2.8683,33,42.7,0.2865,1.17,1.0532,0.0626,0.98,1.18,0.006,46.4,15.5968,18.0635,0,46.4,1.8594,0,3.0968,5.7941,0,21,-0.4754,63.8,1.21,50.7,0
PAR-009,None,None,val,103,44,36.1581,3.1822,33,44,0.3222,1.16,1.0581,0.0648,0.98,1.18,0.0064,47.5,17.129,18.6796,0,47.5,1.9518,0,2.4194,4.8044,0,19,-0.3786,64,1.21,50.2,0
PAR-009,None,None,val,104,44.9,36.5161,3.5048,33,44.9,0.3598,1.18,1.0635,0.0677,0.98,1.18,0.0068,47.4,18.6581,19.149,0,47.5,2.0244,0,1.8065,3.7453,0,16,-0.2863,64,1.19,48.9,0
PAR-009,None,None,val,105,45.8,36.9065,3.8283,33,45.8,0.3978,1.19,1.0694,0.0705,0.98,1.19,0.0072,47.2,20.1806,19.4786,0,47.5,2.0766,0,1.2903,2.7143,0,12,-0.2056,64,1.15,48.9,0
PAR-009,None,None,val,106,46.5,37.329,4.1291,33,46.5,0.4332,1.19,1.0752,0.0727,0.98,1.19,0.0075,47.5,21.7129,19.6978,0,47.5,2.1117,0,0.9032,1.8898,0,8,-0.1444,63.4,1.15,48.5,0
PAR-009,None,None,val,107,47.1,37.7806,4.3987,33,47.1,0.465,1.19,1.081,0.0745,0.98,1.19,0.0078,47.4,23.2419,19.7925,0,47.5,2.1269,0,0.6452,1.3807,0,6,-0.104,63.6,1.15,48.3,0
PAR-009,None,None,val,108,47.9,38.2613,4.6566,33.3,47.9,0.4954,1.18,1.0865,0.0753,0.98,1.19,0.008,47.6,24.7774,19.7762,0,47.6,2.1243,0,0.4516,0.9784,0,4,-0.0734,63.2,1.15,47.5,0
PAR-009,None,None,val,109,48.6,38.7548,4.9086,33.5,48.6,0.5259,1.18,1.0919,0.0757,0.98,1.19,0.008,48.7,26.3484,19.6797,0,48.7,2.1092,0,0.3226,0.7356,0,3,-0.0532,63.4,1.15,47.8,0
PAR-009,None,None,val,110,49.8,39.2742,5.1899,33.5,49.8,0.5601,1.18,1.0974,0.0757,0.98,1.19,0.008,48.5,27.9129,19.4493,0,48.7,2.0731,0,0.2258,0.5512,0,2,-0.0379,63.1,1.16,48,0
PAR-009,None,None,val,111,50.2,39.7903,5.4488,33.5,50.2,0.5935,1.19,1.1032,0.0757,0.98,1.19,0.008,48.6,29.4806,19.0916,0,48.7,2.0182,0,0.1613,0.447,0,2,-0.0278,64,1.17,47.7,0
PAR-009,None,None,val,112,51.5,40.3613,5.7122,33.5,51.5,0.6256,1.18,1.1087,0.0749,0.98,1.19,0.0079,48.7,31.0516,18.5984,0,48.7,1.9442,0,0.0968,0.2957,0,1,-0.0169,64.4,1.18,47.5,0
PAR-009,None,None,val,113,51.8,40.9516,5.9146,33.6,51.8,0.6506,1.2,1.1148,0.0744,0.98,1.2,0.0078,48.3,32.6097,17.9434,0,48.7,1.8482,0,0.0645,0.2457,0,1,-0.0117,64.2,1.19,48,0
PAR-009,None,None,val,114,52.8,41.571,6.1142,33.9,52.8,0.6748,1.19,1.1206,0.073,0.98,1.2,0.0076,48.4,34.171,17.1251,0,48.7,1.7333,0,0.0323,0.1767,0,1,-0.006,64.5,1.19,47.5,0
PAR-009,None,None,val,115,53.9,42.2161,6.3224,34.2,53.9,0.6999,1.18,1.1261,0.0708,0.98,1.2,0.0072,49.2,35.7581,16.136,0,49.2,1.6038,0,0,0,0,0,0,64.8,1.17,47,0
PAR-009,None,None,val,116,54.7,42.8774,6.5184,34.2,54.7,0.7237,1.18,1.1323,0.0669,0.98,1.2,0.0067,48.8,37.3323,14.9041,1.4,49.2,1.452,0,0,0,0,0,0,64.7,1.17,47.6,0
PAR-009,None,None,val,117,54.9,43.5387,6.6631,34.2,54.9,0.7417,1.16,1.1381,0.0609,1,1.2,0.0059,49.3,38.8774,13.5173,3.9,49.3,1.2925,0,0,0,0,0,0,64.7,1.18,47.1,0
PAR-009,None,None,val,118,55.4,44.2226,6.7568,34.2,55.4,0.7532,1.16,1.1432,0.0556,1,1.2,0.0051,48.7,40.3226,12.0115,6.7,49.3,1.1263,0,0,0,0,0,0,64.8,1.17,46.8,0
PAR-009,None,None,val,119,56.2,44.9323,6.8219,34.4,56.2,0.761,1.17,1.1487,0.0492,1.02,1.2,0.0043,48.4,41.6677,10.3973,10.8,49.3,0.9582,0,0,0,0,0,0,64.4,1.18,47.2,0
PAR-009,None,None,val,120,56.8,45.6548,6.8543,35,56.8,0.7648,1.18,1.1539,0.0435,1.03,1.2,0.0037,48.2,42.8742,8.7914,15.5,49.3,0.7986,0,0,0,0,0,0,64.1,1.19,47.1,0
PAR-009,None,None,val,121,57.5,46.3806,6.8788,35.5,57.5,0.7677,1.19,1.159,0.0375,1.06,1.2,0.0031,48.6,43.9419,7.2824,20.7,49.3,0.6566,0,0,0,0,0,0,63.8,1.18,47,0
PAR-009,None,None,val,122,58.3,47.1161,6.895,36.4,58.3,0.7696,1.19,1.1632,0.0333,1.08,1.2,0.0027,48.6,44.8419,5.958,26,49.3,0.5348,0,0,0,0,0,0,64,1.18,46.7,0
PAR-009,None,None,val,123,59.4,47.8581,6.9393,36.8,59.4,0.7748,1.2,1.1671,0.0302,1.08,1.2,0.0024,48.5,45.5677,4.8939,29.6,49.3,0.4354,0,0,0,0,0,0,64.1,1.16,47.1,0
PAR-009,None,None,val,124,60.1,48.6097,6.9627,37.3,60.1,0.7775,1.19,1.1706,0.0259,1.1,1.2,0.0019,48.5,46.1774,3.9537,34.2,49.3,0.3501,0,0,0,0,0,0,63.9,1.16,46.7,0
PAR-009,None,None,val,125,61,49.3742,6.98,38.1,61,0.7794,1.2,1.1739,0.023,1.11,1.2,0.0017,48.9,46.6516,3.3193,36.7,49.3,0.2893,0,0,0,0,0,0,64.2,1.17,47,0
PAR-009,None,None,val,126,61.8,50.1387,7.0012,38.6,61.8,0.7819,1.21,1.1771,0.0207,1.11,1.21,0.0015,49.1,47.0516,2.803,38.6,49.3,0.2399,0,0,0,0,0,0,63.8,1.18,46.9,0
PAR-009,None,None,val,127,62.3,50.9,6.9991,38.6,62.3,0.7816,1.21,1.1803,0.0175,1.13,1.21,0.0012,49.2,47.3935,2.3631,39.5,49.3,0.1984,0,0,0,0,0,0,64.3,1.18,46.7,0
PAR-009,None,None,val,128,62.7,51.6774,6.9278,39.5,62.7,0.7736,1.23,1.1835,0.0171,1.14,1.23,0.0012,49.3,47.7097,1.8952,41.1,49.3,0.159,0,0,0,0,0,0,64.5,1.19,47,0
