batch_id,elapsed_minutes,temperature,process_pressure,flow_rate,agitator_rpm
PAR-004,58,31.2,1.01,0,22
PAR-004,59,31.3,1.01,0,22
PAR-004,60,31.3,1.01,0,22
PAR-004,61,31.1,1.01,0,22
PAR-004,62,31.3,1.01,0.1,22
PAR-004,63,31.6,1.01,0,22
PAR-004,64,32.5,1.01,0,22
PAR-004,65,33.3,1.01,0,22
PAR-004,66,33.3,1.01,0,22
PAR-004,67,33.1,1.01,0,22
PAR-004,68,33.3,1.01,0,22
PAR-004,69,33.3,1.01,0,22
PAR-004,70,33.4,1.01,0,22
PAR-004,71,33.5,1.01,0,20
PAR-004,72,33.5,1.01,0,18
PAR-004,73,33.7,1.01,0,15
PAR-004,74,33.9,1.01,0,12
PAR-004,75,33.8,1.01,0,8
PAR-004,76,33.7,1.01,0,6
PAR-004,77,33.8,1.01,0,4
PAR-004,78,34,1.01,0,3
PAR-004,79,34.1,1.01,0,2
PAR-004,80,33.7,1.01,0.1,1
PAR-004,81,33.8,1.01,0.1,1
PAR-004,82,33.9,1.01,0.1,1
PAR-004,83,34,1.01,0.1,0
PAR-004,84,34.1,1.02,0,0
PAR-004,85,34.3,1.02,1.7,0
PAR-004,86,34.6,1.03,4,0
PAR-004,87,35.1,1.05,8.2,0
PAR-004,88,35.1,1.06,12.4,0
PAR-004,89,35.2,1.07,16.6,0
PAR-004,90,36.1,1.06,21.4,0
PAR-004,91,36.8,1.08,26.3,0
PAR-004,92,37,1.1,30.4,0
PAR-004,93,38,1.11,34.4,0
PAR-004,94,38.6,1.11,37.6,0
PAR-004,95,39.4,1.12,39.5,0
PAR-004,96,40,1.14,42.1,0
PAR-004,97,40.2,1.15,43.5,0
PAR-004,98,40.8,1.17,44.7,0
PAR-004,99,40.8,1.18,45.5,0
PAR-004,100,41.7,1.17,46.1,0
PAR-004,101,42.4,1.16,46.8,0
PAR-004,102,43.4,1.18,47.4,0
PAR-004,103,43.7,1.19,47.2,0
PAR-004,104,44.6,1.18,46.9,0
PAR-004,105,45.2,1.2,47.4,0
PAR-004,106,46.1,1.22,48.1,0
PAR-004,107,47.1,1.22,47.9,0
PAR-004,108,47.8,1.22,48.1,0
PAR-004,109,48.5,1.21,47.7,0
PAR-004,110,49.3,1.21,47.8,0
PAR-004,111,49.8,1.21,47.9,0
PAR-004,112,50.4,1.2,47.6,0
PAR-004,113,51.6,1.18,46.7,0
PAR-004,114,52.8,1.16,46.6,0
PAR-004,115,53.7,1.15,46.4,0
PAR-004,116,54.6,1.18,46.4,0
PAR-004,117,55.2,1.19,46.6,0
PAR-004,118,56,1.18,47.1,0
PAR-004,119,56.9,1.18,47.7,0
PAR-004,120,57.8,1.18,47.8,0
PAR-004,121,58.3,1.21,47.9,0
PAR-004,122,59.3,1.21,48.2,0
PAR-004,123,59.8,1.23,48.6,0
PAR-004,124,60.4,1.24,49.7,0
PAR-004,125,61.2,1.24,49.9,0
PAR-004,126,61.7,1.23,50.8,0
PAR-004,127,62,1.24,51,0
PAR-004,128,62.4,1.22,50.8,0
PAR-004,129,62.5,1.22,50.7,0
PAR-004,130,62.9,1.22,50.5,0
PAR-004,131,63.3,1.22,50.6,0
PAR-004,132,63.7,1.23,50.2,0
PAR-004,133,63.7,1.21,49.8,0
PAR-004,134,63.8,1.2,49.8,0
PAR-004,135,64.1,1.2,49.2,0
PAR-004,136,64.7,1.19,49.5,0
PAR-004,137,64.7,1.19,49.4,0
PAR-004,138,64.8,1.17,49.3,0
PAR-004,139,64.9,1.18,48.4,0
PAR-004,140,64.7,1.16,47.7,0
PAR-004,141,64.4,1.15,47.7,0
PAR-004,142,63.9,1.16,48.2,0
PAR-004,143,64,1.16,49.1,0
PAR-004,144,64.1,1.16,48.6,0
PAR-004,145,64,1.18,49.8,0
PAR-004,146,64.2,1.19,49.2,0
PAR-004,147,64.6,1.19,49.5,0
PAR-004,148,64.5,1.19,49.9,0
PAR-004,149,64.4,1.19,49,0
PAR-004,150,64.8,1.18,48.6,0
PAR-004,151,64.4,1.19,48.6,0
PAR-004,152,64.6,1.19,48.3,0
PAR-004,153,64.8,1.19,48.3,0
PAR-004,154,65,1.21,48.3,0
PAR-004,155,65,1.2,48.7,0
PAR-004,156,64.8,1.2,48.9,0
PAR-004,157,64.3,1.22,49.1,0
PAR-004,158,65.4,1.22,49.9,0
PAR-004,159,65.4,1.22,49.5,0
PAR-004,160,64.8,1.23,50,0
PAR-004,161,64.7,1.23,50,0
PAR-004,162,64.3,1.22,49.8,0
PAR-004,163,64.3,1.22,49.8,0
PAR-004,164,64.4,1.23,49.8,0
PAR-004,165,64.3,1.22,48.7,0
PAR-004,166,63.7,1.22,49,0
PAR-004,167,63.7,1.2,48.4,0
PAR-004,168,63.1,1.18,48.5,0
PAR-004,169,63.3,1.2,48.9,0
PAR-004,170,63.4,1.18,49.6,0
PAR-004,171,64,1.19,50.2,0
PAR-004,172,64.1,1.2,49.9,0
PAR-004,173,63.6,1.18,49.9,0
PAR-004,174,63.6,1.18,48.9,0
PAR-004,175,63.6,1.18,48.1,0
PAR-004,176,64.1,1.19,47.6,0
PAR-004,177,63.7,1.18,47.5,0
PAR-004,178,64,1.18,46.8,0
PAR-004,179,64.2,1.17,47,0
PAR-004,180,63.9,1.19,47.4,0
PAR-004,181,64.6,1.19,48,0
PAR-004,182,64.5,1.18,48.9,0
PAR-004,183,64.2,1.19,49,0
PAR-004,184,64.1,1.2,49.4,0
PAR-004,185,63.8,1.2,49.7,0
PAR-004,186,64,1.2,49.4,0
PAR-004,187,64.5,1.17,49.1,0
PAR-004,188,64.6,1.16,48.9,0
PAR-004,189,63.9,1.16,48.7,0
PAR-004,190,64.2,1.16,48.5,0
PAR-004,191,63.8,1.14,48.5,0
PAR-004,192,63.8,1.14,47.9,0
PAR-004,193,63.3,1.15,48.2,0
PAR-004,194,64,1.16,48.4,0
PAR-004,195,63.5,1.18,48.9,0
PAR-004,196,63.2,1.2,49.6,0
PAR-004,197,63.5,1.2,49.6,0
PAR-004,198,63.6,1.2,49.2,0
PAR-004,199,64.2,1.22,49.6,0
PAR-004,200,64.6,1.22,49.7,0
PAR-004,201,64.2,1.23,50.1,0
PAR-004,202,64,1.22,50.1,0
PAR-004,203,63.8,1.22,50,0
PAR-004,204,63.8,1.24,49.2,0
PAR-004,205,63.6,1.24,49.3,0
PAR-004,206,64.4,1.23,49.6,0
PAR-004,207,64.3,1.23,50.9,0
PAR-004,208,64.7,1.22,50.9,0
PAR-004,209,64.9,1.23,51,0
PAR-004,210,65,1.22,50.1,0
PAR-004,211,64.6,1.22,49.7,0
PAR-004,212,64.6,1.23,50,0
PAR-004,213,64.7,1.22,50.1,0
PAR-004,214,64.4,1.22,50,0
PAR-004,215,64.3,1.23,50,0
PAR-004,216,65,1.22,49.5,0
PAR-004,217,65,1.22,49.4,0
PAR-004,218,64.8,1.23,49.8,0
PAR-004,219,64.7,1.24,50.2,0
PAR-004,220,64.8,1.24,49.5,0
PAR-004,221,65,1.24,49.7,0
PAR-004,222,64.8,1.24,49.4,0
PAR-004,223,65.2,1.23,49.7,0
PAR-004,224,64.7,1.22,49.3,0
PAR-004,225,65.1,1.22,48.4,0
PAR-004,226,65,1.19,48.3,0
PAR-004,227,65,1.19,48.5,0
PAR-004,228,64.9,1.19,49,0
PAR-004,229,65.1,1.18,49.4,0
PAR-004,230,64.9,1.18,49.5,0
PAR-004,231,64.6,1.18,49.2,0
PAR-004,232,64.5,1.19,49,0
PAR-004,233,64.6,1.19,49.1,0
PAR-004,234,64.8,1.18,48.9,0
PAR-004,235,65.1,1.2,48.9,0
PAR-004,236,65.4,1.23,49.2,0
PAR-004,237,65.5,1.23,50.3,0
PAR-004,238,65.9,1.23,50.4,0
PAR-004,239,65.3,1.23,50.4,0
PAR-004,240,65.5,1.22,49.6,0
PAR-004,241,65.4,1.21,49.1,0
PAR-004,242,64.9,1.18,48.7,0
PAR-004,243,65.2,1.17,48.4,0
PAR-004,244,64.9,1.17,47.7,0
PAR-004,245,64.8,1.17,47.6,0
PAR-004,246,65,1.18,48.1,0
PAR-004,247,65.1,1.16,49,0
PAR-004,248,65,1.17,48.4,0
PAR-004,249,65,1.18,49.3,0
PAR-004,250,64.9,1.21,49.7,0
PAR-004,251,64.6,1.22,49.6,0
PAR-004,252,64.7,1.23,49.4,0
PAR-004,253,64.7,1.23,49.5,0
PAR-004,254,64.4,1.23,49.5,0
PAR-004,255,64.5,1.24,49.9,0
PAR-004,256,65.1,1.24,49,0
PAR-004,257,65,1.24,49.3,0
PAR-004,258,64.9,1.25,49.7,0
PAR-004,259,64.4,1.22,49.3,0
PAR-004,260,64.6,1.22,49,0
PAR-004,261,64.8,1.2,48.3,0
PAR-004,262,64.7,1.22,49.1,0
PAR-004,263,64.7,1.23,48.8,0
PAR-004,264,64.8,1.23,49.2,0
PAR-004,265,64.9,1.22,49.3,0
PAR-004,266,65,1.22,49.3,0
PAR-004,267,64.9,1.22,49.3,0
PAR-004,268,64.8,1.22,49,0
PAR-004,269,64.4,1.21,48.9,0
PAR-004,270,64.8,1.21,49.2,0
PAR-004,271,64.9,1.22,49.9,0
PAR-004,272,64.6,1.21,49,0
PAR-004,273,65.1,1.21,49.3,0
PAR-004,274,65.5,1.19,48.9,0
PAR-004,275,65.4,1.19,49.4,0
PAR-004,276,65.7,1.21,49.3,0
PAR-004,277,66,1.21,49.6,0
PAR-004,278,65.8,1.21,49.1,0
PAR-004,279,65.9,1.2,48.8,0
PAR-004,280,65.8,1.21,48.1,0
PAR-004,281,65.9,1.2,47.6,0
PAR-004,282,65.8,1.19,47.6,0
PAR-004,283,65.6,1.18,46.8,0
PAR-004,284,65.7,1.17,46.9,0
PAR-004,285,65.6,1.17,46.6,0
PAR-004,286,66,1.16,47,0
PAR-004,287,66.6,1.17,47,0
PAR-004,288,65.9,1.18,47,0
PAR-004,289,65.9,1.19,48.2,0
PAR-004,290,66.2,1.2,47.7,0
PAR-004,291,66,1.22,48,0
PAR-004,292,65.9,1.21,47.6,0
PAR-004,293,66.2,1.19,47.7,0
PAR-004,294,66.2,1.22,48.4,0
PAR-004,295,66.5,1.2,48,0
PAR-004,296,66.3,1.2,47.4,0
PAR-004,297,66,1.2,47.4,0
PAR-004,298,66,1.2,47.3,0
PAR-004,299,66.1,1.19,47.6,0
PAR-004,300,65.8,1.2,47.6,0
PAR-004,301,66,1.19,48,0
PAR-004,302,65.9,1.21,48.2,0
PAR-004,303,66,1.2,48.4,0
PAR-004,304,66.1,1.21,48.9,0
PAR-004,305,66.5,1.21,49.5,0
PAR-004,306,66.3,1.19,49.6,0
PAR-004,307,66.7,1.19,49.9,0
PAR-004,308,67.4,1.18,49.6,0
PAR-004,309,67.4,1.18,48.9,0
PAR-004,310,67,1.2,48.4,0
PAR-004,311,67.1,1.2,48.5,0
PAR-004,312,66.9,1.2,48.7,0
PAR-004,313,67,1.21,49.3,0
PAR-004,314,67.1,1.23,49.2,0
PAR-004,315,66.6,1.23,49.5,0
PAR-004,316,66.2,1.23,49.8,0
PAR-004,317,66.5,1.23,49.7,0
PAR-004,318,66.5,1.21,49,0
PAR-004,319,65.9,1.21,49,0
PAR-004,320,65.8,1.2,48.6,0
PAR-004,321,65.6,1.2,48.3,0
PAR-004,322,65.5,1.18,48.4,0
PAR-004,323,65.2,1.19,48.4,0
PAR-004,324,65.5,1.19,48.1,0
PAR-004,325,65.6,1.2,48,0
PAR-004,326,65.7,1.17,47.2,0
PAR-004,327,65.9,1.18,47.1,0
PAR-004,328,65.7,1.18,47.7,0
PAR-004,329,65.7,1.19,47.6,0
PAR-004,330,65.5,1.19,47.1,0
PAR-004,331,65.4,1.18,47.6,0
PAR-004,332,65.8,1.19,47.6,0
PAR-004,333,65.6,1.18,47,0
PAR-004,334,65.7,1.16,47.9,0
PAR-004,335,65.7,1.14,47.3,0
PAR-004,336,66.1,1.15,47.6,0
PAR-004,337,66,1.15,47.8,0
PAR-004,338,66.3,1.17,48,0
PAR-004,339,66.2,1.18,48.8,0
PAR-004,340,66.2,1.17,49.1,0
PAR-004,341,66.2,1.17,48.8,0
PAR-004,342,66.2,1.18,49.5,0
PAR-004,343,66.5,1.17,48.7,0
PAR-004,344,66.8,1.18,48.3,0
PAR-004,345,67,1.19,48.2,0
PAR-004,346,67.7,1.2,48.1,0
PAR-004,347,67.4,1.2,46.1,0
PAR-004,348,67,1.18,44.8,0
PAR-004,349,66.8,1.17,42.4,0
PAR-004,350,66.1,1.17,39,0
PAR-004,351,64.9,1.17,35.3,0
PAR-004,352,64.6,1.14,30.6,0
PAR-004,353,64.2,1.13,26,0
PAR-004,354,64,1.12,20.4,0
PAR-004,355,63,1.13,16.4,0
PAR-004,356,61.7,1.11,13.4,0
PAR-004,357,61,1.1,11.2,0
PAR-004,358,59.8,1.08,9,0
PAR-004,359,59.4,1.06,7.4,0
PAR-004,360,58.8,1.06,5.5,0
PAR-004,361,57.8,1.05,4.3,0
PAR-004,362,56.9,1.03,3.1,0
PAR-004,363,55.6,1.03,1.8,0
PAR-004,364,54.8,1.03,2.1,0
PAR-004,365,53.9,1.04,1.8,0
PAR-004,366,53.4,1.04,1.8,0
PAR-004,367,52.9,1.01,1,0
PAR-004,368,52.1,1.03,1.4,0
PAR-004,369,51.9,1.01,1,0
PAR-004,370,51,1.01,0.6,0
PAR-004,371,49.9,1.01,0.4,0
PAR-004,372,48.9,1.01,0.3,0
PAR-004,373,48,0.96,0,0
PAR-004,374,47.1,0.97,0,0
PAR-004,375,46.4,0.97,0,0
PAR-004,376,45.9,0.98,0,0
PAR-005,0,23,1.01,0,0
PAR-005,1,23,1.01,0,0
PAR-005,2,22.7,1.01,0,0
PAR-005,3,23.1,1.01,0,0
PAR-005,4,22.6,1.01,0,0
PAR-005,5,23,1.01,0,0
PAR-005,6,23.1,1.01,0,0
PAR-005,7,23.1,1.01,0,0
PAR-005,8,23.6,1.01,0,0
PAR-005,9,23.1,1.01,0,0
PAR-005,10,23.3,1.01,0,0
PAR-005,11,23.4,1.01,0,0
PAR-005,12,23.5,1.01,0,0
PAR-005,13,23.8,1.01,0,0
PAR-005,14,23.6,1.01,0,0
PAR-005,15,23.5,1.01,0,0
PAR-005,16,23.5,1.01,0,0
PAR-005,17,23.8,1.01,0,0
PAR-005,18,23.7,1.01,0,0
PAR-005,19,23.6,1.01,0,0
PAR-005,20,23.5,1.01,0,0
PAR-005,21,23.6,1.01,0,0
PAR-005,22,23.5,1.01,0,0
PAR-005,23,23.1,1.01,0,0
PAR-005,24,22.8,1.01,0,0
PAR-005,25,23,1.01,0,0
PAR-005,26,22.8,1.01,0,1
PAR-005,27,23.4,1.01,0,3
PAR-005,28,23.3,1.01,0,6
PAR-005,29,23.3,1.01,0,8
PAR-005,30,23.2,1.01,0,11
PAR-005,31,23.6,1.01,0,13
PAR-005,32,24.3,1.01,0,14
PAR-005,33,24.5,1.01,0,15
PAR-005,34,24.7,1.01,0,16
PAR-005,35,24.7,1.01,0,17
PAR-005,36,24.6,1.01,0,17
PAR-005,37,25.4,1.01,0,17
PAR-005,38,25.8,1.01,0.1,17
PAR-005,39,26.2,1.01,0,17
PAR-005,40,26.6,1.01,0,18
PAR-005,41,26.7,1.01,0,18
PAR-005,42,27.2,1.01,0,18
PAR-005,43,27.7,1.01,0,18
PAR-005,44,27.7,1.01,0,18
PAR-005,45,28.2,1.01,0,19
PAR-005,46,28.7,1.01,0,19
PAR-005,47,29.2,1.01,0,20
PAR-005,48,29.9,1.01,0,21
PAR-005,49,30.4,1.01,0,21
PAR-005,50,30.8,1.01,0,21
PAR-005,51,31,1.01,0,22
PAR-005,52,30.8,1.01,0,22
PAR-005,53,31.1,1.01,0,22
PAR-005,54,31.3,1.01,0,22
PAR-005,55,31.6,1.01,0,22
PAR-005,56,31.8,1.01,0,22
PAR-005,57,31.9,1.01,0,22
PAR-005,58,31.7,1.01,0,22
PAR-005,59,31.6,1.01,0,22
PAR-005,60,31.3,1.01,0,22
PAR-005,61,31.7,1.01,0,22
PAR-005,62,32.1,1.01,0,22
PAR-005,63,31.8,1.01,0,22
PAR-005,64,32,1.01,0,22
PAR-005,65,32.3,1.01,0.1,22
PAR-005,66,32.2,1.01,0.1,22
PAR-005,67,31.9,1.01,0.1,22
PAR-005,68,31.6,1.01,0.1,22
PAR-005,69,31.8,1.01,0.1,22
PAR-005,70,32.3,1.01,0,21
PAR-005,71,32.5,1.01,0,18
PAR-005,72,33.2,1.01,0,16
PAR-005,73,33.3,1.01,0,12
PAR-005,74,33.2,1.01,0,9
PAR-005,75,33.3,1.01,0,6
PAR-005,76,33.2,1.01,0,4
PAR-005,77,33.3,1.01,0,3
PAR-005,78,33.2,1.01,0,2
PAR-005,79,33.9,1.01,0,1
PAR-005,80,33.9,1.01,0,1
PAR-005,81,33.7,1.01,0,0
PAR-005,82,33.6,1.01,0,0
PAR-005,83,33.5,1.01,0,0
PAR-005,84,33.6,1,0.9,0
PAR-005,85,33.9,1.02,3.4,0
PAR-005,86,34.2,1.02,6.9,0
PAR-005,87,34.5,1.03,11.1,0
PAR-005,88,35,1.02,15.2,0
PAR-005,89,35.4,1.05,19.9,0
PAR-005,90,36,1.08,25.8,0
PAR-005,91,37,1.11,30.7,0
PAR-005,92,37.4,1.13,34.7,0
PAR-005,93,37.6,1.12,37.8,0
PAR-005,94,38.3,1.13,40.1,0
PAR-005,95,39.2,1.16,41.4,0
PAR-005,96,40.3,1.17,42.3,0
PAR-005,97,40.6,1.17,42.5,0
PAR-005,98,41,1.18,43.7,0
PAR-005,99,41.9,1.18,44.6,0
PAR-005,100,42.5,1.17,45.4,0
PAR-005,101,43.4,1.18,45.9,0
PAR-005,102,44.5,1.18,46.3,0
PAR-005,103,45.1,1.19,46.7,0
PAR-005,104,46.2,1.2,46.9,0
PAR-005,105,46.9,1.19,46.6,0
PAR-005,106,47.8,1.2,46.8,0
PAR-005,107,48.5,1.17,46.6,0
PAR-005,108,49.4,1.16,46.8,0
PAR-005,109,50.2,1.16,46.8,0
PAR-005,110,50.1,1.15,47,0
PAR-005,111,50.8,1.15,47.2,0
PAR-005,112,51.8,1.14,47.8,0
PAR-005,113,51.9,1.15,47.8,0
PAR-005,114,52.8,1.15,47.1,0
PAR-005,115,53.5,1.16,46.8,0
PAR-005,116,54.2,1.17,47.4,0
PAR-005,117,55.1,1.18,47,0
PAR-005,118,56.3,1.19,47.7,0
PAR-005,119,57.2,1.2,48.3,0
PAR-005,120,58.1,1.22,48.3,0
PAR-005,121,58.9,1.23,49.2,0
PAR-005,122,60.2,1.24,49.3,0
PAR-005,123,61.1,1.24,48.7,0
PAR-005,124,61.6,1.23,48.2,0
PAR-005,125,62.1,1.24,48.6,0
PAR-005,126,62.5,1.21,49,0
PAR-005,127,62.8,1.2,48.8,0
PAR-005,128,63.3,1.22,48.4,0
PAR-005,129,63.5,1.2,48.7,0
PAR-005,130,64,1.18,48.6,0
PAR-005,131,64.4,1.18,48.4,0
PAR-005,132,64,1.18,47.8,0
PAR-005,133,64.2,1.19,48,0
PAR-005,134,64.2,1.2,48.9,0
PAR-005,135,64.1,1.18,48.9,0
PAR-005,136,64.4,1.18,47.8,0
PAR-005,137,64.4,1.18,47.5,0
PAR-005,138,64.4,1.19,47.5,0
PAR-005,139,64.6,1.2,46.7,0
PAR-005,140,64.1,1.21,47.2,0
PAR-005,141,63.8,1.23,47.6,0
PAR-005,142,63.6,1.23,48.4,0
PAR-005,143,63.4,1.24,48.8,0
PAR-005,144,63.1,1.26,48.7,0
PAR-005,145,63.1,1.25,48.2,0
PAR-005,146,63,1.26,49.4,0
PAR-005,147,63.2,1.25,49.7,0
PAR-005,148,63.5,1.25,50.1,0
PAR-005,149,63.3,1.24,50.8,0
PAR-005,150,63.8,1.24,49.4,0
PAR-005,151,63.6,1.23,49,0
PAR-005,152,63.6,1.22,48.6,0
PAR-005,153,63.9,1.21,49.3,0
PAR-005,154,63.8,1.2,48.1,0
PAR-005,155,63.9,1.21,48.1,0
PAR-005,156,63.9,1.19,47.7,0
PAR-005,157,63.5,1.17,47,0
PAR-005,158,63.1,1.17,47.8,0
PAR-005,159,63.1,1.18,47.4,0
PAR-005,160,63.1,1.21,47.1,0
PAR-005,161,63.3,1.2,47.3,0
PAR-005,162,63.7,1.2,47.8,0
PAR-005,163,63.8,1.2,47.9,0
PAR-005,164,63.7,1.2,48.1,0
PAR-005,165,63.9,1.19,47.9,0
PAR-005,166,63.8,1.18,48.4,0
PAR-005,167,63.5,1.18,48.4,0
PAR-005,168,63.3,1.17,48,0
PAR-005,169,63.4,1.19,47.6,0
PAR-005,170,63.2,1.2,47.8,0
PAR-005,171,63.5,1.2,47.3,0
PAR-005,172,63.4,1.2,48.3,0
PAR-005,173,63.2,1.2,48.4,0
PAR-005,174,63.7,1.19,49.4,0
PAR-005,175,64.4,1.21,49.8,0
PAR-005,176,64.2,1.22,49.6,0
PAR-005,177,64.1,1.23,49.3,0
PAR-005,178,64.5,1.24,49,0
PAR-005,179,64,1.23,48.9,0
PAR-005,180,64.3,1.23,49.1,0
PAR-005,181,64.4,1.21,49.3,0
PAR-005,182,64.3,1.2,48.6,0
PAR-005,183,64.7,1.2,48.5,0
PAR-005,184,64.8,1.21,47.9,0
PAR-005,185,64.6,1.21,47.7,0
PAR-005,186,64.6,1.2,48.1,0
PAR-005,187,64.9,1.21,48.8,0
PAR-005,188,64.8,1.19,48.5,0
PAR-005,189,64.8,1.2,47.9,0
PAR-005,190,64.8,1.2,47.6,0
PAR-005,191,64.8,1.19,47.2,0
PAR-005,192,64.4,1.18,47.4,0
PAR-005,193,64.4,1.17,47.2,0
PAR-005,194,64.3,1.17,47.5,0
PAR-005,195,64.2,1.19,47.3,0
PAR-005,196,64.1,1.19,47.4,0
PAR-005,197,63.9,1.2,48,0
PAR-005,198,63.7,1.21,48.4,0
PAR-005,199,63.8,1.22,48.2,0
PAR-005,200,64.2,1.22,48.6,0
PAR-005,201,63.9,1.21,48.7,0
PAR-005,202,63.9,1.22,48.9,0
PAR-005,203,64.2,1.21,49,0
PAR-005,204,64,1.19,49.1,0
PAR-005,205,64.2,1.22,49,0
PAR-005,206,64.3,1.21,49.4,0
PAR-005,207,64.8,1.2,49.6,0
PAR-005,208,65.1,1.21,49.2,0
PAR-005,209,65.1,1.2,48.5,0
PAR-005,210,64.8,1.2,48.9,0
PAR-005,211,64.9,1.19,49.4,0
PAR-005,212,65,1.18,49.5,0
PAR-005,213,65.1,1.2,49.4,0
PAR-005,214,65.4,1.2,49.5,0
PAR-005,215,64.7,1.21,49.4,0
PAR-005,216,64.5,1.2,49.5,0
PAR-005,217,64.3,1.21,49.6,0
PAR-005,218,64.6,1.21,49.5,0
PAR-005,219,64.3,1.22,48.8,0
PAR-005,220,64.3,1.22,48.9,0
PAR-005,221,64.3,1.22,48,0
PAR-005,222,64.8,1.22,47.9,0
PAR-005,223,64.7,1.21,48.7,0
PAR-005,224,64.8,1.2,48.9,0
PAR-005,225,64.7,1.21,49,0
PAR-005,226,64.6,1.22,49.4,0
PAR-005,227,64.1,1.19,49.4,0
PAR-005,228,64,1.17,49.8,0
PAR-005,229,64.6,1.19,49.8,0
PAR-005,230,64.9,1.19,49.7,0
PAR-005,231,64.9,1.2,48.9,0
PAR-005,232,64.7,1.22,49.6,0
PAR-005,233,64.2,1.24,49.6,0
PAR-005,234,63.9,1.25,50.3,0
PAR-005,235,64.3,1.26,51,0
PAR-005,236,64.6,1.24,50.1,0
PAR-005,237,64.7,1.22,49.9,0
PAR-005,238,64.7,1.23,49.3,0
PAR-005,239,64.4,1.24,49.5,0
PAR-005,240,64.6,1.24,48.6,0
PAR-005,241,64.6,1.26,48.6,0
PAR-005,242,64.7,1.25,48.1,0
PAR-005,243,65.3,1.25,48.7,0
PAR-005,244,65,1.26,48.9,0
PAR-005,245,64.9,1.26,49.7,0
PAR-005,246,64.9,1.23,49.1,0
PAR-005,247,64.8,1.23,49,0
PAR-005,248,64.7,1.23,48.8,0
PAR-005,249,65.2,1.24,49.2,0
PAR-005,250,64.7,1.22,48.9,0
PAR-005,251,64.9,1.22,48.2,0
PAR-005,252,64.9,1.2,48.1,0
PAR-005,253,65.5,1.22,48.9,0
PAR-005,254,66.2,1.2,48.1,0
PAR-005,255,65.8,1.19,47.7,0
PAR-005,256,65.9,1.19,47.6,0
PAR-005,257,66,1.17,48.1,0
PAR-005,258,66.4,1.17,47.6,0
PAR-005,259,66.8,1.15,48.7,0
PAR-005,260,67.1,1.18,49.1,0
PAR-005,261,66.6,1.19,48.5,0
PAR-005,262,66.7,1.21,48.2,0
PAR-005,263,66.4,1.21,48.2,0
PAR-005,264,66,1.19,48.6,0
PAR-005,265,66,1.19,49.4,0
PAR-005,266,65.8,1.19,48.2,0
PAR-005,267,65.7,1.17,48.7,0
PAR-005,268,65.7,1.19,49,0
PAR-005,269,65.7,1.2,48.7,0
PAR-005,270,65.3,1.2,49.2,0
PAR-005,271,65.8,1.2,49.5,0
PAR-005,272,65.5,1.22,49,0
PAR-005,273,66,1.21,47.9,0
PAR-005,274,65.9,1.2,48.2,0
PAR-005,275,65.6,1.21,48.1,0
PAR-005,276,65.4,1.19,47.4,0
PAR-005,277,65.5,1.19,48,0
PAR-005,278,65.8,1.2,48,0
PAR-005,279,65.6,1.19,48.8,0
PAR-005,280,65.4,1.2,48.6,0
PAR-005,281,65.9,1.21,49.4,0
PAR-005,282,65.7,1.22,50.1,0
PAR-005,283,65.2,1.22,50.3,0
PAR-005,284,65.6,1.23,49.8,0
PAR-005,285,65.3,1.22,49.6,0
PAR-005,286,65.8,1.22,49.6,0
PAR-005,287,66.2,1.23,49.5,0
PAR-005,288,65.7,1.22,49.2,0
PAR-005,289,65.4,1.24,49.2,0
PAR-005,290,65.6,1.24,49.6,0
PAR-005,291,65.9,1.26,49.4,0
PAR-005,292,66.4,1.25,49,0
PAR-005,293,65.9,1.25,49.8,0
PAR-005,294,65.9,1.27,50.7,0
PAR-005,295,66,1.24,50.8,0
PAR-005,296,66.3,1.26,50,0
PAR-005,297,66.5,1.24,49.7,0
PAR-005,298,66.2,1.23,49.4,0
PAR-005,299,66,1.22,49.2,0
PAR-005,300,65.9,1.2,48.9,0
PAR-005,301,66,1.2,48.5,0
PAR-005,302,66.4,1.19,48,0
PAR-005,303,66.1,1.2,47.7,0
PAR-005,304,66.2,1.2,48.8,0
PAR-005,305,65.7,1.2,48.9,0
PAR-005,306,65.6,1.21,48.5,0
PAR-005,307,65,1.21,48.8,0
PAR-005,308,65.2,1.19,49.3,0
PAR-005,309,64.9,1.19,48.7,0
PAR-005,310,65.1,1.19,48.8,0
PAR-005,311,65.3,1.21,48.7,0
PAR-005,312,65.4,1.21,48.3,0
PAR-005,313,65.6,1.22,48.7,0
PAR-005,314,66.1,1.23,48.7,0
PAR-005,315,66.1,1.24,48.6,0
PAR-005,316,66.4,1.23,49,0
PAR-005,317,66.6,1.23,48.9,0
PAR-005,318,66.7,1.23,49.6,0
PAR-005,319,66.5,1.22,49.4,0
PAR-005,320,66.5,1.21,48.4,0
PAR-005,321,67,1.19,48.2,0
PAR-005,322,67,1.19,48,0
PAR-005,323,67.5,1.18,47.6,0
PAR-005,324,67.7,1.18,47.9,0
PAR-005,325,67.4,1.16,47.5,0
PAR-005,326,67.6,1.17,47.1,0
PAR-005,327,67.5,1.17,47.9,0
PAR-005,328,67.4,1.18,48,0
PAR-005,329,67.3,1.18,47.8,0
PAR-005,330,66.8,1.19,47.5,0
PAR-005,331,67.1,1.18,47.9,0
PAR-005,332,67.3,1.19,47.8,0
PAR-005,333,67.4,1.18,48,0
PAR-005,334,67.6,1.18,47.6,0
PAR-005,335,66.6,1.19,47.4,0
PAR-005,336,66.9,1.18,48,0
